Alive precision,AliveDate,Bio Name,BioSource,Biography,BirthDate,BornPrecision,Citation,DeathDate,DeathPrecision,FullTextPageNum,Index Category 1,IndexLifeCode,LifeLength,LifeLength Precision,LineNumber,NameInIndex,NameOnChart,On Chart: Line #,OnChartCategory,Region_final,Section starting Line,Sex or gender V2,UO_ID,VisualCase,WikiLink,aproxBirthDate,aproxDeathDate,case
,,Crassus (Marcus Licinius),Watkins,"Of the same family with the preceding. He acquired immense riches by dealing in slaves. When Cinna filled Rome with his cruelties, he went to Spain, and from thence to Africa, where he served under Sylla. He was sent against the revolted gladiators, who were headed by Spartacus. In this battle 12,000 of the slaves were killed, and Crassus was honoured with an ovation. He served as consul with Pompey, and entertained the Roman populace at 10,000 tables. He accepted the government of Syria, where he was slain by the Parthians, B.C. 53.",,,Plutarch,-53.0,d.,59.0,,d.,,,135,Crassus,Crassus,8.0,Statesmen and Warriors,Italy,127.0,male,674.0,D,https://en.wikipedia.org/wiki/Marcus_Licinius_Crassus,-98.0,-53.0,case2
,,Crassus (Lucius Licinius),Watkins,"A famous Roman orator, was born of a noble family, about B. C. 140. He distinguished himself by his eloquence in the impeachment of the consul Papinius Carbo; but his modesty was so great, that he always turned pale and trembled at the commencement of his speeches. Cicero gives him a noble character. He was consul B. C. 95, and lastly censor. He died at the age of 48.",,,,-91.0,d.,59.0,Or,d. (LL),48.0,,37,Crassus L.,Crassus L.,15.0,Orators and Critics &cc,Italy,22.0,male,675.0,C,https://en.wikipedia.org/wiki/Lucius_Licinius_Crassus,-139.0,-91.0,case1
,,,,,,,,-321.0,d.,59.0,,d.,,,132,Craterus,Craterus,5.0,Statesmen and Warriors,,127.0,male,676.0,D,https://en.wikipedia.org/wiki/Craterus,-366.0,-321.0,case2
,,Crates,Watkins,"An academic philosopher, who flourished 272 B. C. He was greatly esteemed by the Athenians, who sent him on several embassies.",,,,-250.0,d. ab.,59.0,HP Ac,d. ab.,,,111,Crates,Crates,12.0,Divines and Metaphysicians &cc,Turky in Europe,99.0,male,677.0,E,https://en.wikipedia.org/wiki/Crates_of_Thebes,-295.0,-250.0,case2
fl.,-165.0,Crates,Crabb,"Surnamed Mallotes, a grammarian in the time of Attalus.",,,,,,59.0,Cr,fl.,,,33,Crates Mallotes,Crates Mal:,11.0,Orators and Critics &cc,,22.0,male,678.0,A,https://en.wikipedia.org/wiki/Crates_of_Mallus,-195.0,-150.0,case3
,,Crates,Watkins,"The disciple of Diogenes the cynic. He is said to have sold his estate, the produce of which he gave to the poor, that he might study philosophy without disturbance. Though excessively ugly and filthy, a lady of family, named Hipparcina, fell in love with him, and became his wife. Some of his apophthegms and letters are extant. He flourished B. C. 328.",,,,-287.0,d. af.,59.0,HP Cyr,d. af.,,,102,Crates Thebanus,Crates Theb:,3.0,Divines and Metaphysicians &cc,Turky in Europe,99.0,male,679.0,F,https://en.wikipedia.org/wiki/Crates_of_Thebes,-332.0,-286.0,case8
,,Cratinus,Watkins,"A poet of Athens, who invented or improved comic poetry. He wrote 21 plays, and was very satirical on public characters. Though intemperate in his life, he attained the age of 97, and died B. C. 431.",,,,-431.0,d.,59.0,P,d.,,,45,Cratinus,Cratinus,2.0,Artists Poets,Turky in Europe,43.0,male,680.0,D,https://en.wikipedia.org/wiki/Cratinus,-476.0,-431.0,case2
fl.,-53.0,Cratippus,Watkins,"A peripatetic philosopher, and tutor to the younger Cicero at Athens, where his lectures were attended by the most eminent persons. He wrote some treatises, which are lost.",,,Bayle,,,59.0,HP Per,fl.,,,102,Cratippus,Cratippus,3.0,Divines and Metaphysicians &cc,Turky in Asia,99.0,male,681.0,A,https://en.wikipedia.org/wiki/Cratippus_of_Pergamon,-83.0,-38.0,case3
,,Crellius (John),Watkins,"A socinian writer, was born in Franconia in 1590. He received his education at Nuremberg and Altdorf, but having embraced notions different from Lutheranism, he withdrew to Cracow in Poland, where he became professor of Greek, and wrote a number of books in defence of Socinianism, which make 2 vols. folio. He died in 1633.",,,Moreri,1632.0,d.,59.0,D,d. (LL),43.0,,101,Crellius,Crellius,2.0,Divines and Metaphysicians &cc,Germany,99.0,male,682.0,C,https://en.wikipedia.org/wiki/Johannes_Crellius,1589.0,1632.0,case1
fl.,-607.0,,,,,,,,,59.0,,fl.,,,151,Creon,Creon,24.0,Statesmen and Warriors,,127.0,,683.0,A,https://en.wikipedia.org/wiki/Eponymous_archon,-637.0,-592.0,case3
,,"Crescentius, Numantianus",Crabb,"A Roman patrician in the 10th century, having made himself master of the castle of St. Angelo, at Rome, exercised so much oppression there as to compel the pope, John XV, to seek his safety in flight. He was afterwords taken by the troops of the emperor Otho III, and thrown down from a tower, his body being afterwords hanged.",,,,998.0,d.,60.0,,d.,,,139,Crescentius,Crescentius,12.0,Statesmen and Warriors,Italy,127.0,male,684.0,D,https://en.wikipedia.org/wiki/Crescentius_the_Younger,953.0,998.0,case2
fl.,690.0,Cresconius,Crabb,"Or Crisconius, a bishop of Africa in the seventh century, made a collection of the canons, entitled, 'Concordia Canonum,' Paris, 1609; an abridgment having previously been published by Peter Pithau in 1588, it was reprinted in 1661.",,,,,,60.0,L,fl.,,,3,Cresconius,Cresconius,3.0,Historians and Antiquaries Lawyers,,0.0,male,685.0,A,https://en.wikipedia.org/wiki/Cresconius_Africanus,660.0,705.0,case3
,,,,,,,,595.0,d.,60.0,,d.,,,148,Crida of Mercia,Crida,21.0,Statesmen and Warriors,,127.0,male,686.0,D,https://en.wikipedia.org/wiki/Creoda_of_Mercia,550.0,595.0,case2
,,Critias,Watkins,"One of the thirty tyrants of Athens. Me was an eloquent and spirited man, but insidious and cruel. Me had been, the disciple of Socrates, whom, however, be persecuted and prohibited from teaching. He was slain in battle 400 B. C.",,,Moreri,-401.0,d.,60.0,,d.,,,146,Critias,Critias,19.0,Statesmen and Warriors,Turky in Europe,127.0,male,687.0,D,https://en.wikipedia.org/wiki/Critias,-446.0,-401.0,case2
fl.,-400.0,Crito,Watkins,"One of the disciples of Socrates, who was with that great man at his death, and composed Dialogues, which are now lost.",,,,,,60.0,HP Soc,fl.,,,115,Crito,Crito,16.0,Divines and Metaphysicians &cc,Turky in Europe,99.0,male,689.0,A,"https://en.wikipedia.org/wiki/Criton_of_Heraclea#:~:text=Criton%20of%20Heraclea%20(Greek%3A%20%CE%9A%CF%81%CE%AF%CF%84%CF%89%CE%BD,mentioned%20in%20Martial's%20Epigrams.",-430.0,-385.0,case3
fl.,100.0,Crito,Crabb,"A disciple of Socrates, who composed some dialogues, now lost.",,,,,,60.0,Ph,fl.,,,72,Crito,Crito,3.0,Mathematicians &cc Physicians,Italy,69.0,male,688.0,A,https://en.wikipedia.org/wiki/Crito_of_Alopece,70.0,115.0,case3
,,Critolaus,Aikin,"A periphatic philosopher, was a native of Phaselis, a sea-port town of Lycia. Arriving in Athens, he became the successor of Aristo, and, excepting Diodorus who was his disciple, the last who filled the chair of the periphatic school in uninterrupted succession. Of the high estimation in which his talents were held we may form an idea from the circumstance that he was fixed upon by the people of Athens, jointly with Carneades the academic, and Diogenes the stoic, to undertake an embassy to the Roman senate, to obtain the mitigation of a fine laid on the inhabitants of that city, without their having been heard in their own defence, and to impress the Romans with favourable sentiments of the literature and eloquence of Greece. We have already noticed the effects produced by their embassy under the article Carneades. Critolaus was said to have held the doctrine of the eternity of the world.",,,,-140.0,d. ab.,60.0,HP Per,d. ab.,,,117,Critolaus Phaselites,Critolaus,18.0,Divines and Metaphysicians &cc,Turky in Asia,99.0,male,690.0,E,https://en.wikipedia.org/wiki/Critolaus,-185.0,-140.0,case2
fl.,-557.0,Croesus,Watkins,"King, of Lydia, who brought the Greeks into subjection to the Lydians. He was a great patron of learned men, and entertained Aesop the fabulist. He amassed prodigious wealth, and thereby rendered his name proverbial. Cyrus, king of Persia, defeated him, B. C. 548, and commanded him to be burnt alive. When on the pile, the unfortunate monarch thrice repeated the name of Solon, on which Cyrus had the curiosity to ask him the meaning. He told the conqueror, that Solon had maintained that poverty was a happier state than riches, and that he found now his words were true. Cyrus gave him his life, and made him his friend.",,,,,,60.0,,fl.,,,0,Croesus,,,,,,,691.0,A,https://en.wikipedia.org/wiki/Croesus,-580.0,-534.0,none
,,Cromwell (Thomas),Watkins,"Earl of Essex, was the son of a blacksmith at Putney, in Surrey, and born about 1490. Early in life he became clerk to the English factory at Antwerp, . which situation he soon left, and went into several countries as the secret agent of his sovereign. On his return to England, he was taken into the service of cardinal Wolsey, who obtained him a seat in the house of commons, where be defended his master with great spirit. On the fall of the cardinal, the king took Cromwell into his service, and gave him several important places. He was very instrumental in the dissolution of the monasteries, and greatly promoted the Reformation. For these services he obtained the title of earl of Essex, with many manors and estates, chiefly the spoils of the church. At length his affairs took an adverse turn. He had the imprudence to advise the marriage of the king with Anne of Cleves, which not proving agreeable to the tyrant, he wreaked his vengeance on the adviser of the marriage, and caused him to be tried for high treason and heresy. To be so accused was certain death; and he accordingly suffered decapitation on Tower-hill in 1540. He was a man of a grateful and liberal mind, and promoted more men of merit while he was in power than any of his predecessors. He left a son who was created lord Cromwell, which title continued in the family many years.",,,,1658.0,d.,60.0,,d. (LL),60.0,,148,"Cromwell, Oliver",Cromwel,21.0,Statesmen and Warriors,Great Britain,127.0,male,692.0,C,https://en.wikipedia.org/wiki/Oliver_Cromwell,1598.0,1658.0,case1
,,Cromwell (Oliver),Watkins,"A character of considerable note in the English history, was born of a good family at Huntingdon, in 1599, and educated first at the grammar school in that town, and then at Sidney college, Cambridge, where his conduct was very dissipated. From the university he removed to Lincoln's inn, where he addicted himself to gaming and pleasure. At the age of 21 he married Elizabeth, daughter of sir James Bouchier of Essex, and about the same time turned puritan. That this change was merely hypocritical appears from an attempt of his to get into his hands the estate of his maternal uncle sir Thomas Stuart, by soliciting a commission of lunacy against him. The project, however, failed; and though sir Thomas was justly provoked at such infamous conduct, he left his nephew, at his death, an estate of about 500/. a year. In 1625 he was elected into parliment, and in that which met in 1628, where he distinguished himself by his zeal against the bishops. When the parliament was dissolved, he retired into the country, and took a farm, which did not answer. His circumstances becoming indifferent, he resolved to go to New England, from the execution of which he was prevented by a proclamation restraining those migrations. Afterwards he removed to Ely, where he acquired celebrity by his gifts in prayer and preaching. In 1640 he was returned to parliament for the borough of Cambridge by the puritan interest. in the house he was a frequent speaker, vulgar and vehement, always opposing the court, and attacking the church. He was in a great measure the cause of the war, as he was continually by his plots and contrivances urging matters to that extremity. In 1642, when parliament determined upon hostilities, Cromwell went to Cambridge, where he raised his troop of horse, and behaved with great inhumanity to the loyal members of the university. He soon acquired the rank of colonel, and a great reputation for military skill and valour. His men were well disciplined, and animated with a strong portion or religious fanaticism, which their commander encouraged in such a manner that they acquired at the battle of Marston Moor, in 1644, the name of Ironsides. At the second battle of Newbury, Cromwell's behaviour obtained for him from his party the title of Saviour of the Nation. This party consisted of the independents, who had gained so great an influence in parliament as to pass the famous self-denying ordinance, by which all members of either house were excluded from commands in the army, with the particular exception of Cromwell, who, by this masterpiece of policy, acquired an ascendancy over the army, and thus paved the way for his future advancement. He was now constituted lieutenant-general, and by his Management the battle of Naseby was gained in 1645, which decided the fate of the royalists. This victory was followed by a series of successes, for which he was voted a pension of 2500/. per annum, and the thanks of the house. When the king was betrayed by the Scotch to the parliament, Cromwell determined to get him into his own power. This he effected by means of likely to be gained over to his purpose. The share he had in the murder of the king is too plain to need detail. He acted in it with his wonted hypocrisy, was present at the trial, and signed the warrant of execution. Soon after this a mutiny broke out in the army, which threatened dangerous consequences; but Cromwell, by punishing the ringleaders, put an end to it. In 1649 he went to Ireland, which he subdued, and, leaving Ireton as deputy, returned to England in 1650; but his cruelties are regarded with horror and detestation in that kingdom to this day. He was now appointed commander-in-chief against the Scots, who had armed to restore Charles II. September 3, 1650, he gained the battle of Dunbar; and that day twelvemonth he defeated the king at Worcester. From this time he kept his eye on the sovereign power. He began this favourite project bymoulding the army to his will; and having a party subservient to his wishes, he struck a bold stroke by dismissing the parliament and locking the door of the bouse. He then dissolved the council of state; after which, he called a council, composed of his officers. He next convened a mock representation of the nation, consisting of 142 persons, called, from one of the members, Barebones parliament. This assemblage being a motley crew of ignorant fanatics, and the creatures of Cromwell, agreed to resign their authority; on which the council of officers assembled, and drew up an instrument declaring him protector of the commonwealth of England, Scotland, and Ireland; accordingly, Dec. 16, 1653, he was invested with this dignity in the court of chancery. The following year he called a parliament, but finding that the members began with questioning his authority, he placed a guard at their door, and then made each member as he entered take an oath of allegiance to him. This parliament still continuing refractory, he dissolved them after sitting five months. A war broke out between England and Spain in 1655, in which Jamaica was taken, and Blake gained several splendid victories, and caused the English flag to be respected in the Mediterranean. One consequence was an alliance between the protector and France, and the delivery of Dunkirk to England, after its being taken by the united forces of the two countries. In 1656 he called another parliament, which gratified the protector by confirming his title and sanctioning his proceedings. He wanted now the title of king, but this was rejected by his most zealous friends; and finding the object unattainable, he abandoned it. However, he had the privilege granted him to make a sort of lords; and the title of protector being recognized, he was inaugurated with the pomp of a coronation in Westminsterhall. In 1658 he convened the two houses, and addressed them in the language usual for the king's of England; but none of the hereditary nobles would attend his mock parliament. Finding that he could not form any thing like a regular establishment, he dissolved the assembly. In August of that year his favourite daughter, Mrs. Claypole, died, bitterly reproaching him for his conduct, which, with the publication of a pamphlet, by colonel Titus, entitled Killing no Murder, tending to prove the assassination of the tyrant a public duty, produced a slow fever, of which he died September 3, 1658. His corpse was interred in Henry VIIth's chapel, from whence at the Restoration it was taken and exposed on, and afterwards buried under, the gallows at Tyburn. He had six children, viz. Richard, Henry, Bridget, Elizabeth, Mary, and Frances. Richard succeeded him In the protectorate, but when affairs turned, and he found his post no longer tenable, he resigned, and went abroad. He died at Cheshunt in Hertfordshire, in 1712. Henry went to Ireland as lord-lieutenant, and bore a good character; he died in 1674. Bridget married first Ireton, and afterwards Fleetwood. Elizabeth, his favourite daughter, married John Claypole, esq. of Northamptonshire. Mary married lord Fauconberg, and is supposed to have assisted in the restoration of Charles II. She died in 1712. Frances married first a grandson of the earl of Warwick, and secondly sir John Russel of Cambridgeshire. Elizabeth the wife of Cromwell, was a woman of strong mind, and a constant spur to her husband in the career of his ambition. She also governed her household with great address. She died in 1672.",,,,1540.0,d.,60.0,,d.,,,151,"Cromwell, Thomas",Th. Cromwel,24.0,Statesmen and Warriors,Great Britain,127.0,male,693.0,D,https://en.wikipedia.org/wiki/Thomas_Cromwell,1495.0,1540.0,case2
