ALTERNATE_ID,ALTERNATE_NAME,BIO,Biography source,SOURCE,PDF_page_#
190,Asinius Gallus,"Son of Asinius Pollio, was consul with M. Sensorinus, U.C. 746, A.C. 8. He afterwords married Vipsania, the repudiated wife of Tiberius, which causing the displeasure of the emperor, he starved himself to death, either voluntarily or by the order of the latter. He wrote a Comparison between his father and Cicero, in which he gives the preference to the former, besids some Epigrams and Poems.",Crabb,"Tacit. Annal. 1. 1 and 5; Plin. 1. 7, ep. 4; Dio. 58.","239, Vol 1"
191,Athanaric,"A judge or king of the Goths in Spain, who raised a hot persecution against the Christians, and died after a reign of 12 years in 381. ",Crabb,"Socrat. Hist. Eccles. 1. 4; S. Ambros. de Spirit. Sanct Proes.; S. August. De Civ. Dei, 1. 18, c.31; Ammian. Marcell. 1. 27; Isidor. et Idat. in Chron.; Zosim. 1. 4; Baron. Annal. ann. 38.","246, Vol 1"
192,Ataulphus,"Brother-in-law of Alaric, who succeeded him in the kingdom of the Goths, in 412, and was killed at Barcelona, after a reign of three years. His effigy is given, as in the annexed figure.",Crabb,"Isidor. et Genebrard in Chron.; Oros. 1. 7, c. 43.","245, Vol 1"
193,"Abd'Alrahmen, Al Sufi",An astronomer in the time of the caliph Al Tay Lillah,Crabb,,"16, Vol 1"
194,Basil,"Bishop of Seleucia, in Isauria, was at the council of Ephesus in 431, at the of Constantinople in 448, and at the general council of Chalcedon, where he was called to an account for his too great facility in regard to heretics.",Crabb,,"295, Vol 1"
195,Battus I,"Was the founder of Cyrene, A.C. 630.",Crabb,,"300, Vol 1"
196,"Bolingbroke, Viscount","One of the titles belonging to the family of St. John. Sir Henry St. John, bart. was created in 1716 baron St. John, of Battersea, and viscount St. John; and his son Henry was created in 1712 baron St. John, of Lydiard Tregose, co. Wilts, and viscount Bollingbroke, co. Lincoln. The titles, arms, &c. of this family are as follow: 
Titles: St. John, viscount Bolingbroke and viscount St. John, baron St. John of Lydiard Tregose, and baron St. John of Battersea, and baronet
Arms: Argent, on a chielf gules, two mullets or.
Crest: On a wreath, a mount proper, and therefrom a falcon rising with bells or, and ducally gorged gules.
Supporters: Two eagles with wings expanded or, crowned ducally gules, aand upon each breast a pair of horses' hames tied at the top proper; within which is party per pale argent and gules.
Motto: ""Nec quaerere nec spernere honorem.""",Crabb,,"345, Vol 1"
197,Britton,"The name of a writer of whom nothing is known except by a work on the ancient Pleas of the Crown, which is a concise abridgment of law; and being a compendium of Bracton, it is supposed by Selden that the name is only a corruption of Bracton. This book was first printed in Latin, in 12mo. without date by R. Rednman; and again in French, by Wingate, in 1640; and a third time in English, by R. Kelham, esq. 8vo. 1762.",Crabb,,"368, Vol 1"
198,Calipus,"A mathematician of Cyzicus, A.C. 330",Crabb,,"396, Vol 1"
199,Callinichus,"A native of Heliopolis, in Syria, was th einventor of that sort of fire called the Greek fire, which the emperor Constantine Pogonatus employed with great success against the ships of the Sarasins. ",Crabb,Zonar. Annal. in Const. Pogon. Bapt. Port. Mag. Nat. 1. 12.,"397, Vol 1"
200,"Capitolinus, Caius Julius",A consul with the emperor Aurelian A.D. 274.,Crabb,,"406, Vol 1"
201,Carpus,"A diciple of St. Paul, with whom the Apostle lodged whhen he landed at Troas, A.D. 65.",Crabb,2. Tim. iv. 13.,"411, Vol 1"
202,"Coruncanus, Titus",The first plebian who was made high-priest at Rome.,Crabb,"Cic. pro Dom. c. 54; Plin. 1. 34, c. 6.","488, Vol 1"
203,"Cassius Longinus, C.","A quaester to Crassus, in his expedition against the Partians, was afterwards engranges on the side of Pompey at the Battle of Pharsalia; and experiencing the clemency of Caesar, the conqueror, he rewarded it by being among the first to give him the murderous blow. He was the correspondent of Cicero, and the companion of Brutus at the battle of Philippi, when, fearing to fall into the enemy's hands, he ordered one of his freedman to run him through with his sword.",Crabb,Cic. ad Fam. 1. 12; Paterc. 1. 2; Sueton. in Caes. et Aug.; Plut. in Caes. et Brut.; Dio. 1. 40.,"416, Vol 1"
204,Phoroneus,"The god of a river of Peloponnesus of the same name, was the son of the river Inachus, and second king of Argos, who first raised a temple to Juno. ",Crabb,"Apollod. 1.2; Hygin. Fab. 143; Stat. Theb. 1.4; Plin.
1. 7; Paus. 1. 2; Schol. Eurip. in Orest. &c.","487, Vol 2"
205,Phryxus or Phrixus,"A son of Athamas, king of Thebes, by Nephele, fled from his step-mother Ino with his sister Helle on the back of a ram, whose fleece was of gold, and arrived safe in Colchis, where he married Chalciope, the king's daughter, but was murdered shortly after by his father-in-law. His sister Helle turning giddy fell from the back of the ram into the sea now called the Hellespont.",Crabb,"Apollon. 1.2. Ovid. Heroid. ep. 18, v. 143. Vol. II. Manil. Astron. 1.4. Culumel. 1.10. Stat. Theb. 1.5. Martial. 1.8, epig. 28.","488, Vol 2"
206,"Mirandula, John Picus","An Italian nobleman, and uncle of the preceding, was born in 1463, and died in 1494, leaving several works, which were printed together in folio at Bologna in 1496, and again at Basil in 1601.",Crabb,,"360, Vol 2"
207,"Cassius Viscellinus, Spurius","A distinguished Roman of the gens Cassia, who, after having been three times consul, and obtained two triumphs, was put to death on a charge of aspiring to the regal power. ",Crabb,Dionys. Hal. 1. 8; Liv. 1. 1; Val. Max. 1. 6.,"416, Vol 1"
208,"Catulus, Q. Lutatius","A consul with Marius, U.C. 652, A.C. 102, who shared in the victory and triumph over the Cimbri. He afterwords took the part of Sylla againt Marius, and being prescribed by the latter, put an end to his life by shutting himself in a newly plastered room, where he was suffocated with the smoke of burning coals. In revenge for his death, the brother of Catullus obtained permission of Sylla to sacrifice the brother of Marius at his tomb, to which Lucan refers. ""Quid sanguine manes. Placatos Catuli referam?cui victima tristes. Inferias Marius, "" -- He wrote memoirs of his own censorship, besides orations and poems of which only ten verses are preserved. ",Crabb,"Luc. 1. 2, v. 173. Cic. de Offic. 1. 1, c. 37; Plut. in Mar.","421, Vol 1"
209,"Beauvais,Vincent de","A Dominican of the 13th century, and reader to St. Louis, compiled a summary of knowledge 'Speculum Majus', first printed at Strassburg in 1476; and several times reprinted even as low as the 17th century.",Crabb,,"307, Vol 1"
210,"Vincentius, Lirinensis","Or St. Vincent of Lerins, a native of france in the fifth century, who, from a soldier, became a monk, and left among his works 'Commonitorium adversus Haereticos,' in which he shows the folly of all novel opinions.",Crabb,,"644, Vol 2"
211,"Viner, Charles","A benefactor to the study of the law, who died in 1756, was the author of 'A general and complete Abridgment of Law and Equity,' 24 vols. fol. 1741-1754, and reprinted in 14 vols, royal 8vo. 1792–94.; (2) to which supplemental volumes have been added. He bequeathed £12,000 to establish a professorship at Oxford and endow such professorships and scholarships of the common law in that university as should be adequate to the produce of his estate. Judge Blackstone was the first professor on this foundation, whose lectures produced his celebrated 'Commentaries.'",Crabb,,"644, Vol 2"
212,"Warwick and Salisbury, Richard, Earl of","Surnamed the King-maker, from the part which he took during the troubles in the reign of Henry VI, was engaged at first on the side of the Yorkists against his sovereign, Henry VI, but, taking disgust at the conduct of king Edward IV, he supported the pretensions of queen Margaret and her son Edward to the throne, and was killed in 1471 at the battle of Bamet.",Crabb,,"652, Vol 2"
213,"Whethamstede, John","An abbot of St. Albans, died in 1464, after having been in priest's orders upwards of 8O years. He wrote a Chronicle, beginning in 1441, and ending in 1461, and was also a great benefactor to his
abbey as well as to the library founded in his time by Humphrey, duke of Gloucester",Crabb,,"656, Vol 2"
214,"Whytt, Robert","An eminent physician, born in Edinburgh in 1714, received his academic education at St. Andrew's. He studied medicine first in Edinburgh, and later in London, Paris, and Leyden. He established his medical practice in Edinburgh, where he became a Fellow and later the president of the College of Physicians. In 1746, he was elected to the chair of the institutions of medicine at the university. He gained fame both as a private practitioner and as a medical educator and published several ingenious works. His first work was an ""Essay on the Vital and other Involuntary Motions of Animals"" in 1751. His theory differed from Stahl's, attributing these motions not to the soul acting toward a predetermined end but to the power of stimulus. In 1755, he published ""Physiological Essays, containing an Inquiry into the Causes which promote the Circulation of the Fluids in the very small Vessels of Animals; with Observations on the Sensibility and Irritability of the Parts of Man and other Animals."" In this work, he proposed that the action of the heart alone isn't sufficient to propel blood through the tiniest vessels and that it's assisted by an oscillatory motion of the vessels themselves. He also challenged some of Haller's conclusions regarding sensibility and irritability. An expanded edition of this work was published in 1761. Dr. Whytt also published ""An Essay on the Virtues of Lime-water in the Cure of the Stone"" in 1752, ""Observations on the Nature, Cause, and Cure of those Disorders which are commonly called Nervous, Hypochondriac, and Hysteric"" in 1764, and contributed papers to the Edinburgh ""Essays and Observations, Physiological and Literary."" After his death, ""Observations on the Dropsy of the Brain"" was published. All of his practical works contain precise descriptions and judicious remarks. He suffered from chronic illnesses for a long time and passed away in 1766. He was a Fellow of the Royal Society of London and the first physician to the King in Scotland. An edition of all his works was published by his son in 1768 in 4to, under the supervision of Sir John Pringle, who is credited with softening some of the harsh expressions used in the controversy between Whytt and Haller. [Reference: Haller's Bibliotheca Anatomica; Biographia Scoticana.]",Aikin,,"6202 on Full-page pdf, Pg. 96 on local version"
215,"Malmsbury, William of","An ancient English historian and a native of Somersetshire, who died in 1143, wrote 'De Rebus gestis Regum Anglorum,' 'De Historia Novella,' and 'De Episcopis Anglorum,' which were published in Sir H. Saville's collection in 1590. His 'Antiquities of Glastonbury' are inserted in Gale's 'Historic Britanniae Scriptores,' etc., and his 'Life of St. Adhelm' has been published by Wharton. Besides this, he wrote Latin verses and other things mentioned by Pitts and Bale.",Crabb,,"307, Vol 2"
216,"Neubrigensis, Gulielmus (Williamof Newborough, or Newburgh)","An English historian, whose real name is said to have been Petit, was born in 1156 at Bridlington, in Yorkshire, but the date of his death is not known. His History from the Norman Conquest to the Year 1197 was published in Paris with Picard's notes in 8vo in 1610, then by Gale, and lastly by Hearne in 3 volumes, 8vo, in Oxford in 1719.",Crabb,,"404, Vol 2"
217,"Xenophon, Ephesius","Surnamed Ephesius from the place of his birth, a writer in the beginning of the fourth century, is known by his Greek romance, in five books, 'De Amoribus Anthiae et Abrocomae,' 8vo. 4to. by Cocceius, Lond. 1726",Crabb,,"667, Vol 2"
218,"York, Richard II, Duke of","Son of Richard I, put himself at the head of the Yorkists against Henry VI, and procured himself to be nominated Protector by the Parliament ; but,
after obtaining a victorv at St. Albans in 1455, he was killed at the battle of Wakefield in 1460.",Crabb,,"668, Vol 2"
219,"Abraham, Zacut","A rabbi who made a collection under the title of ' Juhasin ' or ' Sepher Juhasin,' the book of families.",Crabb,,"26, Vol 1"
220,Zedekiah,"The last king of Judah before the captivity of Babylon, whither he was carried in chains by order of Nebuchadnezzar, after having had his eyes put out.",Crabb,,"670, Vol 2"
